Price,Levy,Manufacturer,Category,Leather_Interior,Fuel_Type,Engine_Volume,Mileage,Cylinders,Gear_Box_Type,Drive_Wheels,Doors,Wheel,Color,Airbags,Levy_missing,Is_Turbo,Car_Age
19444,890.0,KIA,Sedan,Yes,Petrol,2.0,31117.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,10
26657,442.0,TOYOTA,Sedan,No,Hybrid,1.8,28885.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,0,9
4547,1091.0,CHEVROLET,Sedan,Yes,Petrol,2.0,62823.0,6.0,Automatic,Front,4-5,Left wheel,White,4,0,0,18
549,1292.0,AUDI,Hatchback,Yes,Petrol,3.0,97589.0,6.0,Automatic,4x4,4-5,Left wheel,Black,0,0,0,10
32393,730.0,CHEVROLET,Jeep,Yes,Diesel,1.6,59191.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,10
29793,1202.0,Other,Jeep,Yes,Petrol,2.4,78000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Red,16,0,0,9
24462,697.0,TOYOTA,Sedan,Yes,Petrol,1.8,43294.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,11
1568,1598.0,MERCEDES-BENZ,Sedan,Yes,Diesel,3.0,175614.0,6.0,Automatic,Rear,4-5,Left wheel,Black,12,0,0,18
392,707.0,VOLKSWAGEN,Sedan,Yes,Petrol,2.0,333512.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,15
17245,810.0,NISSAN,Sedan,No,Petrol,1.8,67200.0,4.0,Automatic,Front,4-5,Left wheel,Red,12,0,0,10
10976,779.0,MITSUBISHI,Jeep,No,CNG,2.4,211656.0,4.0,Automatic,4x4,4-5,Right-hand drive,Black,5,1,0,20
16308,878.0,TOYOTA,Sedan,Yes,Petrol,1.8,193000.0,4.0,Automatic,Front,4-5,Left wheel,White,16,0,0,17
12231,702.0,OPEL,Hatchback,No,Petrol,1.4,140000.0,4.0,Manual,Front,4-5,Left wheel,Red,6,0,0,17
17249,640.0,FORD,Sedan,No,Hybrid,2.0,112000.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,0,13
2100,779.0,Other,Minivan,No,CNG,3.0,1000.0,6.0,Manual,Front,4-5,Left wheel,Grey,4,1,0,28
15681,779.0,BMW,Jeep,Yes,Diesel,3.0,18000.0,8.0,Tiptronic,4x4,4-5,Left wheel,Black,6,1,1,24
10036,779.0,Other,Hatchback,No,Petrol,2.0,240000.0,4.0,Variator,Front,4-5,Left wheel,Black,6,1,0,18
18660,890.0,CHEVROLET,Jeep,Yes,Petrol,2.0,29703.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,10
20071,890.0,KIA,Sedan,Yes,Petrol,2.0,30662.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,10
9408,779.0,Other,Jeep,Yes,Petrol,2.3,102000.0,4.0,Manual,Rear,4-5,Left wheel,Silver,2,1,0,21
8467,784.0,CHEVROLET,Hatchback,No,LPG,1.0,132000.0,3.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,20
941,1356.0,MERCEDES-BENZ,Jeep,Yes,Diesel,4.6,229966.0,8.0,Automatic,4x4,4-5,Left wheel,Black,12,0,0,12
13172,640.0,FORD,Sedan,Yes,Hybrid,2.0,191000.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,13
22947,1273.0,SSANGYONG,Jeep,Yes,Diesel,2.7,142419.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,17
29793,779.0,TOYOTA,Sedan,Yes,Hybrid,2.5,204800.0,4.0,Variator,Front,4-5,Left wheel,Black,8,1,0,14
4391,779.0,MERCEDES-BENZ,Sedan,Yes,Petrol,3.5,555.0,6.0,Tiptronic,Rear,4-5,Left wheel,Silver,12,1,0,22
9408,779.0,TOYOTA,Universal,No,Petrol,1.3,126000.0,4.0,Automatic,Front,4-5,Right-hand drive,Golden,2,1,0,24
706,917.0,BMW,Sedan,Yes,Petrol,3.0,136291.0,6.0,Automatic,4x4,4-5,Left wheel,Blue,12,0,0,13
10036,779.0,VOLKSWAGEN,Sedan,Yes,Petrol,2.0,290000.0,6.0,Automatic,Front,4-5,Left wheel,Grey,6,1,1,19
20149,583.0,HYUNDAI,Sedan,Yes,Petrol,1.6,136292.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,15
18189,473.0,CHEVROLET,Sedan,No,Petrol,1.4,66000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,0,12
3450,1811.0,LEXUS,Sedan,Yes,Petrol,4.6,191310.0,8.0,Automatic,4x4,4-5,Left wheel,Black,12,0,0,16
13953,836.0,HYUNDAI,Sedan,Yes,Petrol,2.0,122426.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,16
22649,707.0,SSANGYONG,Jeep,Yes,Diesel,2.0,111895.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,15
17249,2188.0,HYUNDAI,Sedan,No,Petrol,1.8,78000.0,4.0,Tiptronic,Front,4-5,Right-hand drive,Silver,10,0,0,10
17663,87.0,TOYOTA,Hatchback,Yes,Petrol,0.0,118000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,0,14
11917,779.0,MERCEDES-BENZ,Jeep,Yes,Petrol,3.2,0.0,10.0,Automatic,4x4,4-5,Left wheel,Blue,10,1,0,23
10976,779.0,SUBARU,Sedan,No,Petrol,2.0,152000.0,4.0,Tiptronic,4x4,4-5,Right-hand drive,White,4,1,0,23
627,1360.0,LEXUS,Jeep,Yes,Petrol,4.6,243467.0,8.0,Automatic,4x4,4-5,Left wheel,White,0,0,0,13
18503,779.0,FORD,Hatchback,Yes,Hybrid,2.0,243200.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,1,0,14
188,640.0,FORD,Sedan,Yes,Hybrid,2.0,0.0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,0,13
16621,781.0,TOYOTA,Sedan,No,Petrol,2.5,76000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Silver,8,0,0,14
29777,765.0,HYUNDAI,Coupe,Yes,Petrol,2.0,61298.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,0,11
3300,779.0,OPEL,Goods wagon,No,Petrol,1.6,0.0,4.0,Manual,Front,4-5,Left wheel,Blue,2,1,0,30
22110,890.0,KIA,Sedan,Yes,Petrol,2.0,28123.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,10
15681,640.0,HYUNDAI,Sedan,Yes,Petrol,2.0,90000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,8,0,1,13
6899,1304.0,BMW,Jeep,Yes,Petrol,4.4,167034.0,8.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,0,13
17249,690.0,HONDA,Hatchback,No,Petrol,1.5,56000.0,4.0,Automatic,Front,4-5,Left wheel,White,8,0,0,10
6429,1405.0,BMW,Jeep,Yes,Diesel,3.0,262072.0,6.0,Automatic,4x4,4-5,Left wheel,Grey,0,0,0,17
16408,707.0,SSANGYONG,Sedan,Yes,Diesel,2.0,157300.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,15
23521,779.0,Other,Sedan,Yes,Petrol,2.4,89000.0,4.0,Automatic,4x4,4-5,Left wheel,Black,10,1,0,13
42786,833.0,Other,Sedan,Yes,Diesel,2.2,152674.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,11
1568,1077.0,TOYOTA,Jeep,Yes,Petrol,2.0,10526.0,4.0,Automatic,Front,4-5,Left wheel,Red,12,0,0,7
8154,779.0,HONDA,Hatchback,No,Petrol,1.3,191000.0,2.0,Variator,Front,4-5,Right-hand drive,Black,2,1,0,20
2195,749.0,HYUNDAI,Sedan,Yes,Petrol,2.4,115859.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,12
6272,779.0,VOLKSWAGEN,Sedan,Yes,Petrol,2.0,320000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,2,1,0,26
23521,891.0,HYUNDAI,Sedan,Yes,Petrol,2.0,92000.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,0,10
20005,531.0,HYUNDAI,Sedan,Yes,Petrol,1.6,143567.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,14
14113,1185.0,FORD,Sedan,Yes,Hybrid,2.5,0.0,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,0,17
13485,779.0,TOYOTA,Sedan,Yes,Hybrid,2.4,0.0,4.0,Automatic,Front,4-5,Left wheel,White,0,1,0,18
1333,585.0,HYUNDAI,Sedan,Yes,Petrol,1.8,267010.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,0,13
15530,502.0,TOYOTA,Hatchback,Yes,Petrol,1.5,86262.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,13
6586,779.0,Other,Jeep,No,Petrol,2.0,222478.0,4.0,Automatic,4x4,4-5,Left wheel,Green,2,1,0,25
7495,833.0,KIA,Jeep,Yes,Diesel,2.0,58769.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,16
5331,639.0,HYUNDAI,Hatchback,Yes,Petrol,2.0,179219.0,4.0,Automatic,Front,4-5,Left wheel,Red,12,0,0,12
9000,1268.0,TOYOTA,Hatchback,Yes,Hybrid,1.5,149000.0,4.0,Automatic,Front,4-5,Right-hand drive,Sky blue,6,0,0,14
24775,779.0,TOYOTA,Sedan,No,Hybrid,2.5,78560.0,4.0,Automatic,Front,4-5,Left wheel,White,12,1,0,14
16308,891.0,HYUNDAI,Sedan,Yes,LPG,2.0,209744.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,10
13799,779.0,TOYOTA,Hatchback,No,Hybrid,1.5,182000.0,4.0,Automatic,Front,4-5,Right-hand drive,White,6,1,0,12
17249,779.0,TOYOTA,Sedan,No,Hybrid,1.8,80000.0,4.0,Automatic,Front,4-5,Left wheel,Black,8,1,0,12
5959,1141.0,Other,Sedan,No,Petrol,2.4,123000.0,4.0,Automatic,Front,4-5,Left wheel,Black,10,0,0,17
24327,640.0,SSANGYONG,Jeep,Yes,Diesel,2.0,98895.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,13
16935,779.0,MERCEDES-BENZ,Sedan,Yes,Petrol,3.2,210000.0,6.0,Tiptronic,Rear,4-5,Left wheel,White,12,1,0,23
36219,639.0,SSANGYONG,Jeep,Yes,Diesel,2.0,108105.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,12
32929,779.0,CHEVROLET,Jeep,No,Petrol,2.4,57600.0,4.0,Tiptronic,Front,4-5,Left wheel,Red,12,1,0,10
27924,777.0,HYUNDAI,Minivan,Yes,Diesel,2.5,174485.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,12
7840,779.0,BMW,Sedan,Yes,Petrol,4.0,0.0,8.0,Tiptronic,Front,4-5,Left wheel,Blue,8,1,0,30
13485,779.0,HONDA,Hatchback,No,Petrol,1.5,152000.0,4.0,Variator,Front,4-5,Right-hand drive,Black,6,1,0,15
6272,779.0,MERCEDES-BENZ,Sedan,No,CNG,2.0,165000.0,4.0,Automatic,Rear,4-5,Left wheel,Blue,6,1,0,29
941,1211.0,Other,Sedan,Yes,Petrol,3.0,178011.0,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,0,16
6272,779.0,MERCEDES-BENZ,Sedan,No,Petrol,1.8,100000.0,4.0,Manual,Rear,4-5,Left wheel,Green,0,1,0,31
31361,934.0,TOYOTA,Sedan,No,Petrol,2.5,156800.0,4.0,Automatic,Front,4-5,Left wheel,Black,8,0,0,11
24775,917.0,AUDI,Jeep,Yes,Petrol,3.0,227902.0,6.0,Automatic,4x4,4-5,Left wheel,Blue,0,0,0,13
23834,779.0,TOYOTA,Sedan,Yes,Hybrid,2.5,109000.0,4.0,Automatic,Front,4-5,Left wheel,Black,6,1,0,15
11604,779.0,MERCEDES-BENZ,Sedan,No,Petrol,2.8,248000.0,6.0,Manual,Rear,4-5,Left wheel,Grey,2,1,0,32
15681,271.0,TOYOTA,Hatchback,No,Hybrid,1.5,101101.0,4.0,Tiptronic,Front,4-5,Left wheel,Red,8,0,0,12
8467,761.0,TOYOTA,Hatchback,Yes,Hybrid,1.8,192000.0,4.0,Tiptronic,Front,4-5,Left wheel,Blue,12,0,0,16
20855,924.0,TOYOTA,Hatchback,Yes,Petrol,1.8,18942.0,4.0,Automatic,Front,4-5,Left wheel,Red,8,0,0,9
7000,875.0,TOYOTA,Hatchback,No,Petrol,1.0,83000.0,3.0,Automatic,Front,4-5,Right-hand drive,White,2,0,0,14
549,779.0,LEXUS,Sedan,Yes,Hybrid,2.5,210698.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,13
6899,779.0,FORD,Microbus,No,Diesel,2.5,98521.0,4.0,Manual,Rear,2-3,Left wheel,Red,6,1,0,32
44843,1091.0,HYUNDAI,Universal,Yes,Diesel,2.5,110846.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,0,10
17876,639.0,FORD,Sedan,No,Petrol,2.0,93669.0,4.0,Automatic,Front,4-5,Left wheel,Grey,8,0,1,12
470,1249.0,TOYOTA,Sedan,Yes,Petrol,2.5,90336.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,9
27946,730.0,HYUNDAI,Sedan,Yes,Petrol,1.6,55446.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,0,10
1254,779.0,FORD,Hatchback,No,Petrol,1.6,200000.0,4.0,Manual,Front,4-5,Left wheel,Carnelian red,1,1,0,33
251,1249.0,TOYOTA,Jeep,Yes,Petrol,2.5,58778.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,0,9
25716,779.0,MERCEDES-BENZ,Minivan,Yes,Diesel,3.0,18300.0,6.0,Automatic,Rear,4-5,Left wheel,Black,12,1,1,17
17876,779.0,VOLKSWAGEN,Coupe,Yes,Petrol,2.5,78000.0,5.0,Tiptronic,Front,2-3,Left wheel,Black,8,1,0,13
9722,765.0,HYUNDAI,Sedan,Yes,LPG,2.0,598779.0,4.0,Automatic,Front,4-5,Left wheel,Orange,4,0,0,11
1019,781.0,NISSAN,Sedan,Yes,Petrol,2.5,498435.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,0,14
10036,308.0,TOYOTA,Hatchback,No,Hybrid,1.5,109000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,8,0,0,11
8500,779.0,BMW,Hatchback,No,Petrol,1.6,11111.0,2.0,Automatic,Rear,4-5,Right-hand drive,Red,6,1,0,18
40224,770.0,HYUNDAI,Jeep,Yes,Diesel,1.7,105311.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,0,10
7840,843.0,Other,Universal,No,Diesel,1.5,230000.0,4.0,Manual,Front,4-5,Left wheel,Grey,4,0,1,18
7056,779.0,SUBARU,Sedan,No,Petrol,1.5,190000.0,4.0,Automatic,Front,4-5,Right-hand drive,White,0,1,0,20
19130,781.0,TOYOTA,Sedan,Yes,Petrol,2.5,75000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,10,0,0,14
10976,779.0,NISSAN,Sedan,No,Petrol,2.5,148000.0,4.0,Automatic,Rear,4-5,Right-hand drive,White,6,1,0,18
549,1277.0,HYUNDAI,Sedan,Yes,Petrol,2.4,46853.0,4.0,Automatic,4x4,4-5,Left wheel,Black,12,0,0,8
7683,779.0,MITSUBISHI,Jeep,No,Petrol,2.0,232100.0,4.0,Automatic,4x4,4-5,Left wheel,White,2,1,0,26
3450,738.0,CHEVROLET,Sedan,Yes,Petrol,1.4,46261.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,0,9
251,919.0,AUDI,Jeep,Yes,Petrol,3.0,241344.0,6.0,Automatic,4x4,4-5,Left wheel,Black,0,0,0,14
11604,639.0,HYUNDAI,Sedan,Yes,LPG,2.0,477316.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,12
21253,308.0,TOYOTA,Hatchback,Yes,Hybrid,1.5,81200.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,11
18033,764.0,KIA,Sedan,Yes,Petrol,2.0,35336.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,11
35908,833.0,CHEVROLET,Jeep,Yes,Diesel,2.2,61297.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,11
470,753.0,HYUNDAI,Sedan,Yes,Hybrid,2.4,202864.0,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,0,14
13172,779.0,HONDA,Hatchback,No,Petrol,1.5,180800.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,8,1,0,16
17876,781.0,TOYOTA,Sedan,Yes,Petrol,2.5,125000.0,4.0,Variator,Front,4-5,Left wheel,Black,12,0,0,14
8467,1091.0,TOYOTA,Sedan,Yes,Petrol,2.5,70066.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,0,10
3293,1668.0,Other,Coupe,Yes,Petrol,5.7,202592.0,8.0,Automatic,Rear,2-3,Left wheel,Black,12,0,0,14
14740,531.0,HYUNDAI,Hatchback,No,Petrol,1.6,214400.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,10,0,0,14
38445,765.0,HYUNDAI,Jeep,Yes,Diesel,2.0,70745.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,11
3293,1024.0,LEXUS,Sedan,Yes,Petrol,2.5,128992.0,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,0,16
16621,640.0,FORD,Sedan,Yes,Hybrid,2.0,145000.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,8,0,0,13
24920,924.0,SSANGYONG,Jeep,Yes,Diesel,2.7,130484.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,15
15053,749.0,HYUNDAI,Sedan,Yes,Petrol,2.4,75200.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,1,12
13799,836.0,HYUNDAI,Jeep,Yes,Diesel,2.0,77251.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,16
9408,779.0,FORD,Goods wagon,No,Diesel,1.8,211000.0,4.0,Manual,Front,4-5,Left wheel,White,4,1,0,19
16621,779.0,MITSUBISHI,Minivan,No,Petrol,3.0,158000.0,6.0,Automatic,4x4,4-5,Right-hand drive,White,4,1,0,25
11917,779.0,VOLKSWAGEN,Hatchback,No,Diesel,1.9,290000.0,4.0,Manual,Front,4-5,Left wheel,Grey,4,1,1,20
14740,639.0,FORD,Hatchback,No,Petrol,2.0,135313.0,4.0,Automatic,Front,4-5,Left wheel,White,6,0,0,12
34497,934.0,TOYOTA,Sedan,Yes,Petrol,2.5,33000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,0,11
11604,799.0,OPEL,Hatchback,No,Diesel,1.9,167000.0,4.0,Tiptronic,Front,4-5,Left wheel,Blue,4,0,1,16
19416,707.0,SSANGYONG,Jeep,Yes,Diesel,2.0,124228.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,15
37633,779.0,BMW,Sedan,Yes,Petrol,4.4,170000.0,8.0,Automatic,Rear,4-5,Left wheel,Black,12,1,1,16
9000,364.0,VOLKSWAGEN,Hatchback,No,Petrol,1.0,52000.0,3.0,Tiptronic,Front,4-5,Left wheel,Blue,4,0,0,13
2509,761.0,TOYOTA,Jeep,Yes,Hybrid,1.8,256966.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,0,16
13739,1172.0,FORD,Sedan,Yes,Petrol,3.5,112000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,15
40769,779.0,FORD,Coupe,No,Petrol,3.7,150000.0,6.0,Automatic,Rear,2-3,Left wheel,Red,8,1,0,11
5331,836.0,HYUNDAI,Sedan,Yes,LPG,2.0,731513.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,16
9095,944.0,OPEL,Hatchback,No,Diesel,1.7,219000.0,4.0,Manual,Front,4-5,Left wheel,Grey,4,0,1,18
10349,779.0,Other,Jeep,Yes,Petrol,4.5,149000.0,8.0,Tiptronic,4x4,4-5,Left wheel,Black,12,1,0,23
18362,503.0,TOYOTA,Hatchback,Yes,Petrol,1.5,99949.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,0,14
21181,583.0,HYUNDAI,Sedan,Yes,Petrol,1.6,79570.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,15
8000,1268.0,TOYOTA,Hatchback,Yes,Hybrid,1.5,47000.0,4.0,Automatic,Front,4-5,Right-hand drive,Sky blue,6,0,0,14
42337,891.0,BMW,Sedan,Yes,Petrol,2.0,41000.0,4.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,1,10
26814,891.0,KIA,Jeep,Yes,Petrol,2.0,33371.0,4.0,Automatic,Front,4-5,Left wheel,Grey,10,0,1,10
10349,584.0,VOLKSWAGEN,Sedan,Yes,Petrol,1.8,70000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,1,12
35269,831.0,SSANGYONG,Jeep,Yes,Diesel,1.6,77721.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,9
15367,779.0,MERCEDES-BENZ,Jeep,Yes,Petrol,3.7,186000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,1,0,22
25089,779.0,TOYOTA,Hatchback,No,Hybrid,1.8,160000.0,4.0,Automatic,Front,4-5,Left wheel,White,12,1,0,13
14113,474.0,CHEVROLET,Sedan,No,Petrol,1.4,120000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,1,13
45000,2606.0,BMW,Sedan,Yes,Petrol,5.0,113473.0,10.0,Tiptronic,Rear,4-5,Left wheel,White,10,0,0,18
14740,574.0,HONDA,Hatchback,No,Hybrid,1.3,88000.0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,0,16
3763,1850.0,MERCEDES-BENZ,Jeep,Yes,Diesel,3.5,366869.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,0,18
8781,915.0,Other,Jeep,Yes,Diesel,3.0,146098.0,6.0,Automatic,4x4,4-5,Left wheel,Silver,0,0,0,12
12074,862.0,FORD,Sedan,Yes,Petrol,2.5,109729.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,15
7840,779.0,OPEL,Hatchback,No,Petrol,1.8,253000.0,4.0,Manual,Front,4-5,Left wheel,Silver,4,1,0,27
16308,586.0,HYUNDAI,Sedan,Yes,Petrol,1.8,195200.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,14
12570,761.0,CHEVROLET,Sedan,Yes,Petrol,1.8,112720.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,0,16
470,765.0,HYUNDAI,Jeep,Yes,Petrol,2.0,106442.0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,0,11
392,831.0,HYUNDAI,Sedan,Yes,Hybrid,2.4,0.0,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,0,15
19757,779.0,TOYOTA,Jeep,No,Petrol,4.7,18000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,10,1,0,21
1882,1053.0,MERCEDES-BENZ,Sedan,Yes,Petrol,3.5,146395.0,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,0,12
43278,917.0,BMW,Jeep,Yes,Petrol,3.0,74000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Blue,12,0,1,13
24458,779.0,MERCEDES-BENZ,Microbus,No,Diesel,2.2,249000.0,4.0,Manual,Rear,4-5,Left wheel,White,2,1,1,19
20385,924.0,TOYOTA,Hatchback,No,Petrol,1.8,27000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,12,0,0,9
10976,779.0,FORD,Universal,No,Diesel,2.5,135000.0,6.0,Manual,Rear,2-3,Right-hand drive,Red,2,1,0,28
16308,779.0,VOLKSWAGEN,Sedan,Yes,Petrol,2.0,13522.0,4.0,Manual,Front,4-5,Left wheel,Silver,10,1,1,18
14426,779.0,TOYOTA,Hatchback,No,Hybrid,1.5,98000.0,4.0,Automatic,Front,4-5,Right-hand drive,White,8,1,0,13
14113,640.0,FORD,Hatchback,No,Hybrid,2.0,100000.0,4.0,Variator,Front,4-5,Left wheel,White,12,0,0,13
46414,779.0,TOYOTA,Jeep,No,Petrol,2.5,56000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Black,8,1,0,10
10976,779.0,KIA,Hatchback,No,Petrol,1.2,140000.0,4.0,Manual,Front,4-5,Left wheel,Silver,2,1,0,10
18189,640.0,SUBARU,Hatchback,Yes,Petrol,2.0,134000.0,4.0,Variator,4x4,4-5,Left wheel,Blue,16,0,0,13
13172,836.0,Other,Hatchback,No,Petrol,2.0,114000.0,4.0,Variator,Front,4-5,Left wheel,Silver,8,0,0,16
7213,988.0,Other,Goods wagon,No,Diesel,1.5,150000.0,4.0,Manual,Front,2-3,Left wheel,White,2,0,1,19
10663,779.0,NISSAN,Jeep,Yes,CNG,2.0,190000.0,4.0,Automatic,4x4,4-5,Left wheel,Black,4,1,0,22
32954,1514.0,LEXUS,Sedan,Yes,Petrol,4.6,195303.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,15
6899,779.0,Other,Hatchback,No,Petrol,2.0,192000.0,4.0,Automatic,Front,4-5,Left wheel,Blue,2,1,0,23
16621,552.0,TOYOTA,Sedan,Yes,Hybrid,1.5,250000.0,4.0,Automatic,Front,4-5,Left wheel,White,10,0,0,15
13328,645.0,TOYOTA,Hatchback,No,Hybrid,1.8,103000.0,4.0,Automatic,Front,4-5,Left wheel,Golden,0,0,0,15
10349,779.0,MERCEDES-BENZ,Sedan,No,Diesel,2.2,255000.0,4.0,Manual,Rear,4-5,Left wheel,Blue,6,1,1,25
549,891.0,AUDI,Sedan,Yes,Petrol,2.0,97826.0,4.0,Automatic,4x4,4-5,Left wheel,Grey,0,0,0,10
40769,779.0,MERCEDES-BENZ,Jeep,Yes,Petrol,5.5,180000.0,8.0,Automatic,4x4,2-3,Left wheel,Black,8,1,0,30
11368,1047.0,HYUNDAI,Sedan,Yes,Petrol,1.6,151382.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,19
12858,639.0,HYUNDAI,Sedan,Yes,LPG,2.0,392894.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,12
43905,779.0,BMW,Sedan,Yes,Diesel,2.0,85000.0,4.0,Tiptronic,Rear,4-5,Left wheel,Grey,8,1,1,13
10663,779.0,OPEL,Hatchback,No,Diesel,1.3,108000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,6,1,1,22
39201,730.0,SSANGYONG,Jeep,Yes,Petrol,1.6,51787.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,10
3500,779.0,OPEL,Sedan,No,CNG,2.0,23000.0,4.0,Manual,Rear,4-5,Left wheel,Green,3,1,0,30
11886,583.0,HYUNDAI,Sedan,Yes,Petrol,1.6,113660.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,0,15
14269,552.0,HONDA,Hatchback,No,Petrol,1.5,80000.0,4.0,Automatic,Front,4-5,Left wheel,White,8,0,0,15
13328,1481.0,AUDI,Jeep,Yes,Petrol,3.0,44642.0,6.0,Automatic,4x4,4-5,Left wheel,Black,0,0,0,9
17562,502.0,TOYOTA,Hatchback,No,Hybrid,1.5,67224.0,4.0,Automatic,Front,4-5,Left wheel,Sky blue,8,0,0,13
17249,707.0,MITSUBISHI,Jeep,No,Petrol,2.0,95000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,8,0,0,15
21953,690.0,HONDA,Hatchback,No,Petrol,1.5,50400.0,4.0,Variator,Front,4-5,Left wheel,Yellow,12,0,0,10
